,a_education,b_income,c_eastwest,d_sex,e_age,f_political_interest,g_preferred_party,p
201,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,SPD,0.014758497316636851
202,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,WUERDE NICHT WAEHLEN,0.004919499105545617
203,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,AFD,0.0017889087656529517
204,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,CDU-CSU,0.0
205,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,DIE GRUENEN,0.0004472271914132379
206,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,DIE LINKE,0.0013416815742397137
207,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,FDP,0.0
208,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,SPD,0.0026833631484794273
209,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,WUERDE NICHT WAEHLEN,0.004472271914132379
210,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,AFD,0.006708407871198569
211,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU,0.004472271914132379
212,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,DIE GRUENEN,0.0035778175313059034
213,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,DIE LINKE,0.006708407871198569
214,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,FDP,0.0013416815742397137
215,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,SPD,0.0035778175313059034
216,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,JA,WUERDE NICHT WAEHLEN,0.0017889087656529517
217,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,AFD,0.0017889087656529517
218,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,CDU-CSU,0.0017889087656529517
219,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,DIE GRUENEN,0.0
220,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,DIE LINKE,0.0004472271914132379
221,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,FDP,0.0013416815742397137
222,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,SPD,0.0008944543828264759
223,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0022361359570661895
224,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,AFD,0.0008944543828264759
225,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU,0.0
226,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,DIE GRUENEN,0.0
227,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE,0.0
228,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,FDP,0.0004472271914132379
229,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,SPD,0.0004472271914132379
230,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,WUERDE NICHT WAEHLEN,0.0004472271914132379
231,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,AFD,0.0
232,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,CDU-CSU,0.0
233,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,DIE GRUENEN,0.0
234,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,DIE LINKE,0.0
235,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,FDP,0.0
236,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,SPD,0.0
237,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,WUERDE NICHT WAEHLEN,0.0
238,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,AFD,0.0
239,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU,0.0
240,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN,0.0
241,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE LINKE,0.0
242,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,FDP,0.0
243,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,SPD,0.0
244,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,WUERDE NICHT WAEHLEN,0.0
245,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,AFD,0.0
246,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,CDU-CSU,0.0
247,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE GRUENEN,0.0
248,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE LINKE,0.0
249,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,FDP,0.0
250,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,SPD,0.0
251,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0
252,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,AFD,0.0022361359570661895
253,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,CDU-CSU,0.004919499105545617
254,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,DIE GRUENEN,0.0008944543828264759
255,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,DIE LINKE,0.0
256,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,FDP,0.0
257,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,SPD,0.004025044722719142
258,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,WUERDE NICHT WAEHLEN,0.0008944543828264759
259,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,AFD,0.0
260,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,CDU-CSU,0.0
261,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,DIE GRUENEN,0.0
262,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,DIE LINKE,0.0
263,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,FDP,0.0
264,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,SPD,0.0004472271914132379
265,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,NEIN,WUERDE NICHT WAEHLEN,0.0
266,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,AFD,0.0004472271914132379
267,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU,0.0004472271914132379
268,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,DIE GRUENEN,0.0004472271914132379
269,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,DIE LINKE,0.0
270,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,FDP,0.0
271,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,SPD,0.0
272,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,WUERDE NICHT WAEHLEN,0.0
273,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,AFD,0.0
274,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,CDU-CSU,0.0
275,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,DIE GRUENEN,0.0
276,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,DIE LINKE,0.0
277,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,FDP,0.0
278,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,SPD,0.0
279,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0
280,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,AFD,0.0
281,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU,0.0
282,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,DIE GRUENEN,0.0
283,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE,0.0
284,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,FDP,0.0
285,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,SPD,0.0
286,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,JA,WUERDE NICHT WAEHLEN,0.0
287,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,AFD,0.0
288,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,CDU-CSU,0.0
289,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,DIE GRUENEN,0.0
290,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,DIE LINKE,0.0
291,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,FDP,0.0
292,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,SPD,0.0
293,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,WUERDE NICHT WAEHLEN,0.0
294,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,AFD,0.0
295,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU,0.0
296,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN,0.0
297,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,DIE LINKE,0.0
298,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,FDP,0.0
299,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,SPD,0.0
300,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,JA,WUERDE NICHT WAEHLEN,0.0
301,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,AFD,0.0
302,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,CDU-CSU,0.0
303,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE GRUENEN,0.0
304,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE LINKE,0.0
305,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,FDP,0.0
306,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,SPD,0.0
307,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0
308,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,AFD,0.0
309,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,CDU-CSU,0.0
310,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,DIE GRUENEN,0.0
311,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,DIE LINKE,0.0
312,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,FDP,0.0
313,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,SPD,0.0
314,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,WUERDE NICHT WAEHLEN,0.0
315,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,AFD,0.0
316,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,CDU-CSU,0.0
317,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,DIE GRUENEN,0.0
318,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,DIE LINKE,0.0
319,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,FDP,0.0
320,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,SPD,0.0
321,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,NEIN,WUERDE NICHT WAEHLEN,0.0
322,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,AFD,0.0
323,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU,0.0
324,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,DIE GRUENEN,0.0
325,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,DIE LINKE,0.0
326,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,FDP,0.0
327,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,SPD,0.0
328,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,WUERDE NICHT WAEHLEN,0.0
329,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,AFD,0.0
330,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,CDU-CSU,0.0
331,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,DIE GRUENEN,0.0
332,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,DIE LINKE,0.0
333,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,FDP,0.0
334,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,SPD,0.0
335,EHER UNGEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0
336,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,AFD,0.0026833631484794273
337,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU,0.014758497316636851
338,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,DIE GRUENEN,0.004025044722719142
339,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE,0.0013416815742397137
340,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,FDP,0.005366726296958855
341,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,SPD,0.012075134168157423
342,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,WUERDE NICHT WAEHLEN,0.0026833631484794273
343,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,AFD,0.0017889087656529517
344,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,CDU-CSU,0.010286225402504472
345,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,DIE GRUENEN,0.0026833631484794273
346,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,DIE LINKE,0.0
347,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,FDP,0.0013416815742397137
348,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,SPD,0.007602862254025045
349,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,WUERDE NICHT WAEHLEN,0.005813953488372093
350,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,AFD,0.0022361359570661895
351,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU,0.0013416815742397137
352,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN,0.0017889087656529517
353,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE LINKE,0.0008944543828264759
354,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,FDP,0.0004472271914132379
355,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,SPD,0.0017889087656529517
356,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,WUERDE NICHT WAEHLEN,0.0004472271914132379
357,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,AFD,0.0004472271914132379
358,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,CDU-CSU,0.0013416815742397137
359,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE GRUENEN,0.0004472271914132379
360,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE LINKE,0.0004472271914132379
361,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,FDP,0.0004472271914132379
362,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,SPD,0.0022361359570661895
363,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0013416815742397137
364,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,AFD,0.005813953488372093
365,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,CDU-CSU,0.016547406082289804
366,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,DIE GRUENEN,0.0035778175313059034
367,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,DIE LINKE,0.0017889087656529517
368,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,FDP,0.006261180679785331
369,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,SPD,0.0129695885509839
370,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,WUERDE NICHT WAEHLEN,0.004919499105545617
371,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,AFD,0.0035778175313059034
372,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,CDU-CSU,0.0031305903398926656
373,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,DIE GRUENEN,0.0017889087656529517
374,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,DIE LINKE,0.0008944543828264759
375,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,FDP,0.0008944543828264759
376,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,SPD,0.004025044722719142
377,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,WUERDE NICHT WAEHLEN,0.0035778175313059034
378,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,AFD,0.0022361359570661895
379,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU,0.0017889087656529517
380,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,DIE GRUENEN,0.0013416815742397137
381,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,DIE LINKE,0.0004472271914132379
382,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,FDP,0.0004472271914132379
383,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,SPD,0.0022361359570661895
384,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,WUERDE NICHT WAEHLEN,0.0013416815742397137
385,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,AFD,0.0004472271914132379
386,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,CDU-CSU,0.0008944543828264759
387,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,DIE GRUENEN,0.0004472271914132379
388,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,DIE LINKE,0.0
389,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,FDP,0.0
390,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,SPD,0.0017889087656529517
391,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,NEIN,WUERDE NICHT WAEHLEN,0.0035778175313059034
392,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,AFD,0.0008944543828264759
393,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU,0.004919499105545617
394,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,DIE GRUENEN,0.0004472271914132379
395,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE,0.004025044722719142
396,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,FDP,0.0004472271914132379
397,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,SPD,0.004025044722719142
398,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,WUERDE NICHT WAEHLEN,0.0026833631484794273
399,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,AFD,0.0008944543828264759
400,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,CDU-CSU,0.0022361359570661895
401,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,DIE GRUENEN,0.0004472271914132379
402,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,DIE LINKE,0.0008944543828264759
403,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,FDP,0.0
404,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,SPD,0.0022361359570661895
405,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,NEIN,WUERDE NICHT WAEHLEN,0.0026833631484794273
406,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,AFD,0.0
407,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU,0.0
408,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN,0.0
409,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,DIE LINKE,0.0
410,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,FDP,0.0
411,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,SPD,0.0
412,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,WUERDE NICHT WAEHLEN,0.0
